uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
E1K248,071,0.129,4.0,31.0,0.911,41.0,45.0,12.742,31.927,0.07,Incorrect
,,,,,,,,,,,Incorrect
F2Z6J5,065,0.585,24.0,41.0,0.52,26.0,50.0,3.33,6.819,0.454,Acceptable
E1K248,260,0.125,4.0,32.0,0.911,41.0,45.0,9.757,20.696,0.097,Incorrect
P0AG30,054,0.875,7.0,8.0,0.806,29.0,36.0,5.754,12.269,0.421,Acceptable
P04807,126,0.587,27.0,46.0,0.156,5.0,32.0,6.357,10.29,0.348,Acceptable
P23687,171,0.25,28.0,112.0,0.905,268.0,296.0,11.035,14.474,0.175,Incorrect
F2Z6J5,011,0.0,0.0,36.0,1.0,50.0,50.0,12.574,21.903,0.048,Incorrect
E1K248,248,0.1,3.0,30.0,0.933,42.0,45.0,11.045,25.208,0.073,Incorrect
E1K248,076,0.0,0.0,22.0,1.0,45.0,45.0,11.683,28.72,0.032,Incorrect
H6SG27,236,0.0,0.0,0.0,1.0,17.0,17.0,8.198,32.288,0.032,Incorrect
F2Z6J5,199,0.5,4.0,8.0,0.92,46.0,50.0,9.611,23.554,0.213,Incorrect
G0WVH3,194,0.0,0.0,2.0,1.0,30.0,30.0,5.882,21.782,0.064,Incorrect
G0WVH3,110,0.0,0.0,0.0,1.0,30.0,30.0,9.68,47.97,0.018,Incorrect
Q8GN86,U100-003,0.571,4.0,7.0,0.714,10.0,14.0,1.691,2.358,0.647,Medium
Q72AS4,030,0.263,10.0,38.0,0.767,33.0,43.0,8.188,13.519,0.193,Incorrect
P23687,060,0.356,48.0,135.0,0.838,248.0,296.0,9.416,11.211,0.248,Acceptable
P14677,057,0.971,33.0,34.0,0.057,2.0,35.0,0.333,0.733,0.972,High
P0AG30,128,0.821,32.0,39.0,0.111,4.0,36.0,1.024,2.482,0.808,High
E1K248,225,0.156,7.0,45.0,0.844,38.0,45.0,12.083,22.183,0.1,Incorrect
P23687,143,0.15,3.0,20.0,0.99,293.0,296.0,14.304,25.209,0.088,Incorrect
P04807,011,0.769,30.0,39.0,0.062,2.0,32.0,0.979,2.983,0.787,Medium
G0WVH3,000,0.0,0.0,3.0,1.0,30.0,30.0,5.588,20.983,0.069,Incorrect
H6SG27,164,0.0,0.0,5.0,1.0,17.0,17.0,7.845,15.351,0.09,Incorrect
H6SG27,274,0.5,1.0,2.0,0.941,16.0,17.0,5.834,9.554,0.335,Acceptable
A0A140DJY3,008,0.0,0.0,0.0,1.0,28.0,28.0,15.451,37.736,0.019,Incorrect
P23687,175,0.732,199.0,272.0,0.328,97.0,296.0,2.382,2.356,0.648,Medium
Q9I5E6,017,0.53,35.0,66.0,0.578,48.0,83.0,4.274,5.437,0.45,Acceptable
P0AG30,305,0.609,14.0,23.0,0.611,22.0,36.0,2.597,6.973,0.486,Acceptable
E1K248,101,0.067,1.0,15.0,0.978,44.0,45.0,13.769,18.292,0.085,Incorrect
A0A3B6UEQ0,050,0.087,2.0,23.0,0.939,31.0,33.0,9.99,20.858,0.084,Incorrect
A0A3B6UEQ0,127,0.05,1.0,20.0,0.97,32.0,33.0,12.084,26.612,0.053,Incorrect
P04807,156,0.149,10.0,67.0,0.688,22.0,32.0,10.274,15.526,0.134,Incorrect
A0A3B6UEQ0,116,0.111,2.0,18.0,0.939,31.0,33.0,13.287,22.533,0.083,Incorrect
G0WVH3,U10-006,0.222,2.0,9.0,0.933,28.0,30.0,4.551,12.433,0.213,Incorrect
H2E7Q8,U10-002,0.738,110.0,149.0,0.231,33.0,143.0,1.747,2.472,0.695,Medium
O68880,090,0.759,22.0,29.0,0.756,68.0,90.0,2.502,5.209,0.583,Medium
P23687,214,0.463,74.0,160.0,0.75,222.0,296.0,6.925,11.394,0.288,Acceptable
P23687,314,0.367,69.0,188.0,0.767,227.0,296.0,8.357,8.579,0.298,Acceptable
F2Z6J5,014,0.139,5.0,36.0,0.9,45.0,50.0,13.35,22.557,0.092,Incorrect
O60729,U10-001,0.757,56.0,74.0,0.2,14.0,70.0,2.849,3.234,0.616,Medium
O68880,U10-000,0.966,84.0,87.0,0.067,6.0,90.0,0.36,1.078,0.965,High
E1K248,206,0.167,4.0,24.0,0.911,41.0,45.0,11.646,24.619,0.096,Incorrect
O69275,U10-003,0.678,61.0,90.0,0.425,45.0,106.0,2.555,12.006,0.423,Acceptable
H6SG27,216,0.0,0.0,0.0,1.0,17.0,17.0,13.357,24.51,0.04,Incorrect
H6SG27,287,0.0,0.0,5.0,1.0,17.0,17.0,3.432,7.616,0.238,Acceptable
H6SG27,U10-004,0.933,14.0,15.0,0.176,3.0,17.0,0.647,1.514,0.915,High
E1K248,226,0.0,0.0,18.0,1.0,45.0,45.0,9.142,19.645,0.061,Incorrect
H6SG27,142,0.0,0.0,9.0,1.0,17.0,17.0,6.43,14.207,0.105,Incorrect
A0A3B6UEQ0,034,0.018,1.0,57.0,0.97,32.0,33.0,14.609,31.449,0.032,Incorrect
P23687,266,0.533,122.0,229.0,0.588,174.0,296.0,7.836,6.547,0.399,Acceptable
P0AG30,124,0.722,26.0,36.0,0.278,10.0,36.0,1.667,2.472,0.697,Medium
E1K248,016,0.188,6.0,32.0,0.867,39.0,45.0,11.386,20.267,0.118,Incorrect
P23687,U100-006,0.826,252.0,305.0,0.149,44.0,296.0,1.147,0.814,0.816,High
A0A3B6UEQ0,003,0.129,4.0,31.0,0.879,29.0,33.0,16.314,25.87,0.078,Incorrect
Q9I5E6,084,0.0,0.0,21.0,1.0,83.0,83.0,9.833,21.222,0.054,Incorrect
O16025,U100-005,0.846,55.0,65.0,0.141,9.0,64.0,0.589,0.893,0.901,High
D9N168,U10-007,0.75,6.0,8.0,0.25,2.0,8.0,0.531,1.206,0.873,High
P0AG30,198,0.892,33.0,37.0,0.083,3.0,36.0,0.541,0.783,0.923,High
E1K248,U10-008,0.6,33.0,55.0,0.267,12.0,45.0,2.577,4.41,0.547,Medium
P0AG30,072,0.889,32.0,36.0,0.111,4.0,36.0,0.902,1.032,0.87,High
P04807,017,0.2,11.0,55.0,0.656,21.0,32.0,10.675,11.326,0.193,Incorrect
Q7KLV9,068,0.104,5.0,48.0,0.889,40.0,45.0,11.181,14.797,0.123,Incorrect
Q7KLV9,001,0.312,10.0,32.0,0.778,35.0,45.0,4.569,43.356,0.149,Incorrect
G0WVH3,165,0.0,0.0,0.0,1.0,30.0,30.0,11.712,53.977,0.013,Incorrect
P04807,U10-005,0.608,31.0,51.0,0.031,1.0,32.0,1.795,5.04,0.586,Medium
P0AG30,003,0.2,5.0,25.0,0.861,31.0,36.0,9.884,28.045,0.102,Incorrect
P59676,U100-005,0.971,33.0,34.0,0.057,2.0,35.0,0.261,0.326,0.98,High
A0A0A0V031,017,0.0,0.0,0.0,1.0,27.0,27.0,15.299,17.059,0.069,Incorrect
P14677,003,0.971,33.0,34.0,0.057,2.0,35.0,0.376,0.907,0.967,High
P23687,110,0.528,121.0,229.0,0.591,175.0,296.0,5.581,6.518,0.408,Acceptable
A0A3B6UEQ0,052,0.4,4.0,10.0,0.879,29.0,33.0,12.568,27.878,0.166,Incorrect
E1K248,041,0.036,2.0,56.0,0.956,43.0,45.0,14.152,21.383,0.061,Incorrect
Q72AS4,113,0.094,3.0,32.0,0.93,40.0,43.0,12.084,19.338,0.09,Incorrect
E1K248,162,0.235,4.0,17.0,0.911,41.0,45.0,13.021,21.55,0.128,Incorrect
F2Z6J5,139,0.15,3.0,20.0,0.94,47.0,50.0,11.02,17.41,0.12,Incorrect
P04807,035,0.78,32.0,41.0,0.0,0.0,32.0,1.135,3.597,0.755,Medium
P23687,346,0.417,60.0,144.0,0.797,236.0,296.0,9.045,12.744,0.25,Acceptable
P23687,150,0.383,31.0,81.0,0.895,265.0,296.0,12.478,13.963,0.222,Incorrect
O60729,010,0.734,47.0,64.0,0.329,23.0,70.0,2.494,7.315,0.525,Medium
Q72AS4,063,0.043,1.0,23.0,0.977,42.0,43.0,8.596,17.572,0.088,Incorrect
F2Z6J5,082,0.19,4.0,21.0,0.92,46.0,50.0,13.124,22.797,0.108,Incorrect
P23687,049,0.525,84.0,160.0,0.716,212.0,296.0,7.509,11.269,0.309,Acceptable
H6SG27,279,0.0,0.0,3.0,1.0,17.0,17.0,15.734,33.5,0.023,Incorrect
H2E7Q8,U10-009,0.669,85.0,127.0,0.406,58.0,143.0,2.099,3.249,0.627,Medium
P14677,044,0.971,33.0,34.0,0.057,2.0,35.0,0.319,0.987,0.971,High
P0AG30,108,0.941,32.0,34.0,0.111,4.0,36.0,0.82,1.17,0.898,High
Q72AS4,U100-004,0.929,39.0,42.0,0.093,4.0,43.0,1.91,3.305,0.726,Medium
H6SG27,154,0.0,0.0,4.0,1.0,17.0,17.0,4.216,10.834,0.164,Incorrect
G0WVH3,036,0.071,1.0,14.0,0.967,29.0,30.0,9.476,23.588,0.07,Incorrect
A0A3B6UEQ0,100,0.077,2.0,26.0,0.939,31.0,33.0,13.57,29.007,0.056,Incorrect
P14677,020,0.971,33.0,34.0,0.057,2.0,35.0,0.356,0.634,0.971,High
G0WVH3,178,1.0,1.0,1.0,0.967,29.0,30.0,3.73,23.018,0.42,Acceptable
P23687,048,0.475,96.0,202.0,0.676,200.0,296.0,6.563,9.409,0.325,Acceptable
P04807,143,0.4,14.0,35.0,0.562,18.0,32.0,5.822,5.244,0.396,Acceptable
Q9I5E6,035,0.062,1.0,16.0,0.988,82.0,83.0,10.684,28.741,0.054,Incorrect
G0WVH3,130,0.0,0.0,3.0,1.0,30.0,30.0,9.119,39.212,0.024,Incorrect
F2Z6J5,142,0.067,2.0,30.0,0.96,48.0,50.0,11.15,26.587,0.059,Incorrect
F2Z6J5,086,0.073,4.0,55.0,0.92,46.0,50.0,12.956,22.685,0.07,Incorrect
P23687,220,0.393,70.0,178.0,0.764,226.0,296.0,9.042,10.077,0.279,Acceptable
E1K248,221,0.091,2.0,22.0,0.956,43.0,45.0,14.272,24.482,0.07,Incorrect
H6SG27,242,0.0,0.0,0.0,1.0,17.0,17.0,3.75,34.157,0.065,Incorrect
Q72AS4,116,0.125,1.0,8.0,0.977,42.0,43.0,10.017,25.206,0.083,Incorrect
H6SG27,248,0.0,0.0,2.0,1.0,17.0,17.0,6.818,32.659,0.037,Incorrect
A0A0H2WY27,U10-003,0.897,35.0,39.0,0.146,6.0,41.0,0.813,1.302,0.882,High
Q72AS4,153,0.13,3.0,23.0,0.93,40.0,43.0,6.262,11.358,0.181,Incorrect
G0WVH3,U100-005,0.875,28.0,32.0,0.067,2.0,30.0,0.695,1.406,0.891,High
F2Z6J5,170,0.111,4.0,36.0,0.92,46.0,50.0,12.321,25.301,0.076,Incorrect
P23687,305,0.552,90.0,163.0,0.696,206.0,296.0,10.156,16.729,0.26,Acceptable
E1K248,117,0.06,4.0,67.0,0.911,41.0,45.0,12.26,18.677,0.082,Incorrect
A0A3B6UEQ0,010,0.077,2.0,26.0,0.939,31.0,33.0,14.39,26.54,0.06,Incorrect
A0A0A0V031,U10-002,0.781,25.0,32.0,0.074,2.0,27.0,4.947,1.656,0.61,Medium
P0AG30,087,0.943,33.0,35.0,0.083,3.0,36.0,0.998,1.268,0.871,High
G0WVH3,100,0.0,0.0,0.0,1.0,30.0,30.0,5.216,21.486,0.071,Incorrect
Q7KLV9,051,0.731,38.0,52.0,0.156,7.0,45.0,3.522,19.262,0.349,Acceptable
F2Z6J5,094,0.161,5.0,31.0,0.9,45.0,50.0,9.087,14.989,0.144,Incorrect
P0AG30,062,0.391,9.0,23.0,0.75,27.0,36.0,4.117,9.911,0.311,Acceptable
P23687,007,0.773,232.0,300.0,0.216,64.0,296.0,1.493,1.351,0.75,Medium
A0A0A0V031,005,0.0,0.0,6.0,1.0,27.0,27.0,10.514,52.851,0.015,Incorrect
P23687,097,0.485,49.0,101.0,0.834,247.0,296.0,11.344,18.879,0.224,Incorrect
E1K248,098,0.0,0.0,8.0,1.0,45.0,45.0,11.149,28.195,0.034,Incorrect
A0A0A0V031,U10-000,0.846,22.0,26.0,0.185,5.0,27.0,5.06,3.932,0.584,Medium
P04807,221,0.452,19.0,42.0,0.406,13.0,32.0,7.698,8.982,0.32,Acceptable
P23687,332,0.428,101.0,236.0,0.659,195.0,296.0,6.229,8.136,0.335,Acceptable
H6SG27,226,0.0,0.0,14.0,1.0,17.0,17.0,12.22,26.745,0.036,Incorrect
H6SG27,230,0.0,0.0,0.0,1.0,17.0,17.0,2.792,9.11,0.23,Acceptable
P04807,084,0.263,10.0,38.0,0.688,22.0,32.0,6.884,6.912,0.303,Acceptable
H6SG27,096,0.0,0.0,0.0,1.0,17.0,17.0,11.232,23.67,0.044,Incorrect
G0WVH3,164,0.0,0.0,0.0,1.0,30.0,30.0,2.241,22.92,0.143,Incorrect
A0A140DJY3,U10-008,0.0,0.0,16.0,1.0,28.0,28.0,14.505,28.805,0.03,Incorrect
P23687,368,0.245,23.0,94.0,0.922,273.0,296.0,12.914,18.37,0.145,Incorrect
P23687,076,0.422,81.0,192.0,0.726,215.0,296.0,8.643,12.409,0.257,Acceptable
P23687,288,0.329,26.0,79.0,0.912,270.0,296.0,12.99,17.859,0.176,Incorrect
Q72AS4,060,0.214,6.0,28.0,0.86,37.0,43.0,13.107,24.187,0.112,Incorrect
Q72AS4,025,0.318,21.0,66.0,0.512,22.0,43.0,6.331,11.226,0.245,Acceptable
E1K248,017,0.0,0.0,62.0,1.0,45.0,45.0,13.219,21.227,0.05,Incorrect
F2Z6J5,206,0.111,2.0,18.0,0.96,48.0,50.0,12.393,25.013,0.076,Incorrect
P0AG30,179,0.587,27.0,46.0,0.25,9.0,36.0,3.01,3.086,0.556,Medium
H6SG27,301,0.0,0.0,5.0,1.0,17.0,17.0,5.006,16.749,0.096,Incorrect
P04807,220,0.6,21.0,35.0,0.344,11.0,32.0,4.466,8.528,0.4,Acceptable
E1K248,U10-005,0.409,9.0,22.0,0.8,36.0,45.0,6.568,10.041,0.292,Acceptable
P23687,148,0.428,77.0,180.0,0.74,219.0,296.0,6.582,9.394,0.309,Acceptable
H6SG27,275,0.0,0.0,2.0,1.0,17.0,17.0,5.641,8.615,0.186,Incorrect
G0WVH3,064,0.0,0.0,0.0,1.0,30.0,30.0,7.778,49.278,0.022,Incorrect
P04807,008,0.829,29.0,35.0,0.094,3.0,32.0,1.84,3.472,0.695,Medium
O60729,U100-008,0.946,70.0,74.0,0.0,0.0,70.0,0.567,1.433,0.931,High
P04807,184,0.763,29.0,38.0,0.094,3.0,32.0,3.165,4.473,0.577,Medium
P04807,079,0.509,27.0,53.0,0.156,5.0,32.0,4.443,4.538,0.463,Acceptable
H2E7Q8,U10-001,0.75,102.0,136.0,0.287,41.0,143.0,1.45,2.411,0.731,Medium
P04807,021,0.683,28.0,41.0,0.125,4.0,32.0,2.458,6.748,0.523,Medium
Q7KLV9,005,0.125,5.0,40.0,0.889,40.0,45.0,12.844,43.778,0.058,Incorrect
A0A0H2WY27,U100-007,0.923,36.0,39.0,0.122,5.0,41.0,0.746,1.469,0.899,High
P23687,167,0.316,36.0,114.0,0.878,260.0,296.0,8.279,12.189,0.225,Incorrect
P0AG30,299,0.786,33.0,42.0,0.083,3.0,36.0,1.295,0.985,0.782,Medium
Q7KLV9,U10-008,0.896,43.0,48.0,0.044,2.0,45.0,0.919,4.998,0.789,Medium
G0WVH3,037,0.0,0.0,5.0,1.0,30.0,30.0,8.4,23.223,0.05,Incorrect
P23687,002,0.729,191.0,262.0,0.355,105.0,296.0,2.28,2.733,0.646,Medium
P0AG30,142,0.56,14.0,25.0,0.611,22.0,36.0,3.964,7.739,0.411,Acceptable
F2Z6J5,060,0.0,0.0,22.0,1.0,50.0,50.0,14.179,24.115,0.041,Incorrect
H6SG27,115,0.0,0.0,0.0,1.0,17.0,17.0,5.099,12.813,0.128,Incorrect
A0A0F7R6G7,U100-002,0.806,25.0,31.0,0.167,5.0,30.0,0.513,0.737,0.898,High
P0AG30,033,0.733,22.0,30.0,0.389,14.0,36.0,1.899,5.096,0.618,Medium
G0WVH3,078,0.0,0.0,0.0,1.0,30.0,30.0,6.709,21.606,0.061,Incorrect
P04807,053,0.225,9.0,40.0,0.719,23.0,32.0,7.022,9.362,0.24,Acceptable
H2E7Q8,U100-004,0.806,108.0,134.0,0.245,35.0,143.0,1.646,1.666,0.741,Medium
Q72AS4,072,0.25,4.0,16.0,0.907,39.0,43.0,11.937,27.201,0.118,Incorrect
P04807,146,0.806,29.0,36.0,0.094,3.0,32.0,2.262,4.194,0.638,Medium
P04807,136,0.659,27.0,41.0,0.156,5.0,32.0,4.193,8.032,0.433,Acceptable
G0WVH3,057,0.0,0.0,0.0,1.0,30.0,30.0,10.771,28.164,0.034,Incorrect
P04807,140,0.436,17.0,39.0,0.469,15.0,32.0,5.025,10.94,0.298,Acceptable
P14677,007,1.0,33.0,33.0,0.057,2.0,35.0,0.329,0.775,0.982,High
P0AG30,076,0.743,26.0,35.0,0.278,10.0,36.0,1.623,2.805,0.702,Medium
P04807,113,0.448,13.0,29.0,0.594,19.0,32.0,8.151,17.404,0.225,Incorrect
P23687,142,0.815,224.0,275.0,0.243,72.0,296.0,1.68,1.183,0.746,Medium
P0AG30,086,0.433,13.0,30.0,0.639,23.0,36.0,2.56,4.172,0.498,Medium
H6SG27,075,0.0,0.0,4.0,1.0,17.0,17.0,5.365,11.436,0.143,Incorrect
A0A3B6UEQ0,036,0.143,4.0,28.0,0.879,29.0,33.0,10.329,19.017,0.11,Incorrect
P23687,320,0.397,60.0,151.0,0.797,236.0,296.0,8.921,9.018,0.298,Acceptable
F2Z6J5,U100-003,0.863,44.0,51.0,0.12,6.0,50.0,1.27,1.36,0.807,High
Q941M3,U10-006,0.0,0.0,24.0,1.0,14.0,14.0,16.419,29.295,0.029,Incorrect
A0A3B6UEQ0,033,0.098,5.0,51.0,0.848,28.0,33.0,10.176,16.76,0.108,Incorrect
Q72AS4,139,0.049,2.0,41.0,0.953,41.0,43.0,10.028,18.702,0.081,Incorrect
H6SG27,254,0.0,0.0,13.0,1.0,17.0,17.0,4.629,21.495,0.077,Incorrect
O69275,U10-002,0.779,74.0,95.0,0.302,32.0,106.0,1.62,6.426,0.626,Medium
P04807,061,0.466,27.0,58.0,0.156,5.0,32.0,4.74,5.001,0.433,Acceptable
Q7KLV9,U10-000,0.86,43.0,50.0,0.044,2.0,45.0,1.158,8.089,0.67,Medium
F2Z6J5,043,0.15,3.0,20.0,0.94,47.0,50.0,12.698,27.904,0.083,Incorrect
Q7KLV9,081,0.886,39.0,44.0,0.133,6.0,45.0,0.957,7.866,0.712,Medium
Q7KLV9,085,0.914,32.0,35.0,0.289,13.0,45.0,2.356,17.256,0.466,Acceptable
P0AG30,146,0.81,34.0,42.0,0.056,2.0,36.0,1.219,1.234,0.797,Medium
F2Z6J5,015,0.0,0.0,25.0,1.0,50.0,50.0,10.967,18.961,0.062,Incorrect
A0A140DJY3,007,0.0,0.0,13.0,1.0,28.0,28.0,16.138,34.203,0.022,Incorrect
F2Z6J5,192,0.048,1.0,21.0,0.98,49.0,50.0,11.34,18.319,0.081,Incorrect
F2Z6J5,118,0.106,5.0,47.0,0.9,45.0,50.0,14.041,25.73,0.072,Incorrect
H6SG27,288,0.0,0.0,5.0,1.0,17.0,17.0,13.807,15.292,0.083,Incorrect
G0WVH3,032,1.0,1.0,1.0,0.967,29.0,30.0,8.246,21.199,0.39,Acceptable
F2Z6J5,212,0.143,5.0,35.0,0.9,45.0,50.0,11.569,23.62,0.091,Incorrect
H6SG27,U10-006,0.857,12.0,14.0,0.294,5.0,17.0,0.982,2.359,0.829,High
F2Z6J5,102,0.0,0.0,18.0,1.0,50.0,50.0,12.937,23.579,0.043,Incorrect
P23687,079,0.096,10.0,104.0,0.966,286.0,296.0,15.381,17.335,0.1,Incorrect
Q9I5E6,041,0.28,26.0,93.0,0.687,57.0,83.0,12.947,26.097,0.13,Incorrect
E1K248,U10-007,0.22,9.0,41.0,0.8,36.0,45.0,6.731,13.022,0.189,Incorrect
P04958,U10-000,0.021,3.0,140.0,0.99,293.0,296.0,16.242,49.947,0.019,Incorrect
Q72AS4,061,0.103,3.0,29.0,0.93,40.0,43.0,12.822,21.094,0.086,Incorrect
A0A3B6UEQ0,125,0.105,2.0,19.0,0.939,31.0,33.0,14.262,31.137,0.062,Incorrect
Q8GN86,U100-006,0.667,4.0,6.0,0.714,10.0,14.0,1.43,1.921,0.714,Medium
E1K248,067,0.156,5.0,32.0,0.889,40.0,45.0,12.741,22.75,0.097,Incorrect
P0AG30,264,0.731,19.0,26.0,0.472,17.0,36.0,2.876,2.977,0.612,Medium
F2Z6J5,057,0.0,0.0,28.0,1.0,50.0,50.0,13.025,19.08,0.06,Incorrect
G0WVH3,118,0.0,0.0,6.0,1.0,30.0,30.0,11.145,19.575,0.059,Incorrect
F2Z6J5,U10-005,0.481,26.0,54.0,0.48,24.0,50.0,3.626,4.715,0.464,Acceptable
P14677,070,0.312,5.0,16.0,0.857,30.0,35.0,7.526,26.627,0.148,Incorrect
P04807,197,0.459,28.0,61.0,0.125,4.0,32.0,3.66,8.235,0.373,Acceptable
Q72AS4,133,0.056,1.0,18.0,0.977,42.0,43.0,14.359,29.315,0.048,Incorrect
E1K248,135,0.211,4.0,19.0,0.911,41.0,45.0,9.762,16.18,0.15,Incorrect
P04807,046,0.605,26.0,43.0,0.188,6.0,32.0,4.679,7.996,0.409,Acceptable
P0AG30,147,0.941,32.0,34.0,0.111,4.0,36.0,0.532,0.851,0.94,High
P23687,341,0.442,61.0,138.0,0.794,235.0,296.0,7.511,12.618,0.264,Acceptable
P23687,329,0.477,74.0,155.0,0.75,222.0,296.0,4.553,7.135,0.387,Acceptable
O60729,021,0.61,47.0,77.0,0.329,23.0,70.0,2.847,8.683,0.439,Acceptable
P23687,024,0.234,22.0,94.0,0.926,274.0,296.0,9.178,13.788,0.178,Incorrect
H6SG27,180,0.0,0.0,0.0,1.0,17.0,17.0,5.643,11.884,0.135,Incorrect
A0A0H2WY27,008,0.095,2.0,21.0,0.951,39.0,41.0,11.566,30.105,0.062,Incorrect
E1K248,251,0.0,0.0,31.0,1.0,45.0,45.0,11.478,22.267,0.048,Incorrect
Q9I5E6,011,0.538,42.0,78.0,0.494,41.0,83.0,3.127,4.332,0.506,Medium
H6SG27,284,0.0,0.0,0.0,1.0,17.0,17.0,12.463,22.351,0.047,Incorrect
P04807,101,0.488,21.0,43.0,0.344,11.0,32.0,7.777,17.904,0.236,Acceptable
A0A140DJY3,U10-007,0.818,18.0,22.0,0.357,10.0,28.0,0.812,2.258,0.842,High
Q72AS4,157,0.638,30.0,47.0,0.302,13.0,43.0,2.625,3.801,0.573,Medium
A0A3B6UEQ0,067,0.0,0.0,23.0,1.0,33.0,33.0,13.417,28.504,0.031,Incorrect
F2Z6J5,178,0.364,4.0,11.0,0.92,46.0,50.0,8.292,18.864,0.188,Incorrect
A0A0H2WY27,U100-000,0.919,34.0,37.0,0.171,7.0,41.0,0.727,1.336,0.902,High
A0A3B6UEQ0,066,0.25,4.0,16.0,0.879,29.0,33.0,9.382,16.016,0.165,Incorrect
P23687,226,0.479,104.0,217.0,0.649,192.0,296.0,6.131,9.135,0.333,Acceptable
P04807,004,0.853,29.0,34.0,0.094,3.0,32.0,0.79,1.64,0.867,High
Q941M3,U100-004,0.333,1.0,3.0,0.929,13.0,14.0,2.087,4.659,0.481,Acceptable
Q9I5E6,034,0.396,36.0,91.0,0.566,47.0,83.0,5.328,9.317,0.308,Acceptable
A0A3B6UEQ0,120,0.026,1.0,38.0,0.97,32.0,33.0,13.309,24.698,0.048,Incorrect
P0AG30,099,0.477,21.0,44.0,0.417,15.0,36.0,2.342,2.64,0.56,Medium
P14677,U100-009,0.971,33.0,34.0,0.057,2.0,35.0,0.271,0.333,0.979,High
P14677,024,0.971,33.0,34.0,0.057,2.0,35.0,0.328,0.718,0.973,High
Q7KLV9,077,0.325,13.0,40.0,0.711,32.0,45.0,4.661,19.66,0.192,Incorrect
H6SG27,300,0.2,1.0,5.0,0.941,16.0,17.0,3.183,8.663,0.291,Acceptable
P23687,261,0.398,41.0,103.0,0.861,255.0,296.0,9.33,10.811,0.268,Acceptable
G0WVH3,177,0.0,0.0,0.0,1.0,30.0,30.0,16.251,39.263,0.018,Incorrect
P23687,122,0.333,30.0,90.0,0.899,266.0,296.0,15.683,19.137,0.169,Incorrect
P04807,188,0.51,25.0,49.0,0.219,7.0,32.0,6.861,9.25,0.338,Acceptable
P23687,104,0.558,96.0,172.0,0.676,200.0,296.0,5.593,7.913,0.387,Acceptable
E1K248,090,0.0,0.0,55.0,1.0,45.0,45.0,11.959,24.761,0.04,Incorrect
A0A3B6UEQ0,047,0.053,2.0,38.0,0.939,31.0,33.0,10.62,19.743,0.076,Incorrect
E1K248,010,0.14,7.0,50.0,0.844,38.0,45.0,11.828,24.725,0.087,Incorrect
A0A3B6UEQ0,051,0.333,4.0,12.0,0.879,29.0,33.0,13.51,25.118,0.149,Incorrect
F2Z6J5,013,0.208,5.0,24.0,0.9,45.0,50.0,11.911,22.039,0.118,Incorrect
Q72AS4,044,0.048,3.0,62.0,0.93,40.0,43.0,10.049,18.395,0.082,Incorrect
G0WVH3,066,0.0,0.0,0.0,1.0,30.0,30.0,11.581,20.771,0.053,Incorrect
P23687,022,0.442,80.0,181.0,0.73,216.0,296.0,7.316,11.614,0.277,Acceptable
Q72AS4,123,0.0,0.0,47.0,1.0,43.0,43.0,14.214,23.467,0.042,Incorrect
Q9I5E6,087,0.529,27.0,51.0,0.675,56.0,83.0,8.07,24.162,0.224,Incorrect
Q72AS4,U10-003,0.426,29.0,68.0,0.326,14.0,43.0,5.915,12.371,0.269,Acceptable
P23687,032,0.392,60.0,153.0,0.797,236.0,296.0,6.842,9.575,0.293,Acceptable
Q9I5E6,059,0.03,1.0,33.0,0.988,82.0,83.0,16.15,40.171,0.027,Incorrect
E1K248,102,0.278,5.0,18.0,0.889,40.0,45.0,12.487,20.62,0.146,Incorrect
P04807,066,0.638,30.0,47.0,0.062,2.0,32.0,1.639,3.902,0.64,Medium
H6SG27,070,0.0,0.0,16.0,1.0,17.0,17.0,3.919,12.178,0.152,Incorrect
A0A0H2WY27,007,0.9,36.0,40.0,0.122,5.0,41.0,0.774,1.34,0.888,High
H6SG27,053,0.167,1.0,6.0,0.941,16.0,17.0,2.453,6.881,0.348,Acceptable
G0WVH3,134,0.0,0.0,0.0,1.0,30.0,30.0,2.094,17.906,0.174,Incorrect
A0A0H2WY27,U10-004,0.878,36.0,41.0,0.122,5.0,41.0,0.746,0.943,0.889,High
D9N168,U10-008,0.857,6.0,7.0,0.25,2.0,8.0,0.56,1.502,0.902,High
O68880,002,0.945,86.0,91.0,0.044,4.0,90.0,0.557,1.605,0.93,High
P14677,106,0.971,33.0,34.0,0.057,2.0,35.0,0.376,0.764,0.968,High
Q72AS4,083,0.167,3.0,18.0,0.93,40.0,43.0,8.761,19.937,0.116,Incorrect
H6SG27,077,0.0,0.0,7.0,1.0,17.0,17.0,6.877,22.695,0.056,Incorrect
P23687,235,0.389,37.0,95.0,0.875,259.0,296.0,10.818,12.581,0.241,Acceptable
A0A0H2WY27,U100-009,0.921,35.0,38.0,0.146,6.0,41.0,0.757,1.549,0.895,High
G0WVH3,184,0.0,0.0,0.0,1.0,30.0,30.0,9.178,39.259,0.024,Incorrect
Q9I5E6,U100-005,0.824,70.0,85.0,0.157,13.0,83.0,0.551,1.052,0.897,High
P0AG30,035,0.417,5.0,12.0,0.861,31.0,36.0,8.226,16.888,0.217,Incorrect
P23687,084,0.412,70.0,170.0,0.764,226.0,296.0,8.821,12.193,0.256,Acceptable
